Permission,Original Description,Synthesized Descritpion 1,Semantic Rating,Syntax rating,Length rating,Synthesized Descritpion 2,Semantic Rating,Syntax rating,Length rating
CAMERA,Features: Choose Image either from gallery or Camera 20 photo effects to apply or photos,take photo with camera or take from gallery,5,4,3,camera access,3,5,2
CAMERA,Turn your device into a bright flashlight using your camera Flash,you can use flash light of camera of your camera,5,5,4,camera access,3,5,2
CAMERA,Convert existing photos and image files to the video file,this app will use camera permission,1,5,3,this app will use camera permission,3,5,3
CAMERA,Precious is an application where you can capture your beautiful moments to share them with your friends and families,app will access camera of camera to take pictures,4,2,3,open camera to take the camera and take picture,3,3,3
CAMERA,This app takes three pictures with single shutter action. Then; the app automatically select the picture that is the most clear and save it ,the app use camera permission to take photos and save photos to device gallery,5,5,5,you can take photos with camera,3,5,3
CAMERA,Camera support added; to take snapshots of the scenes ,you can take photos with camera,3,5,4,this app use camera permission to take pictures,5,5,5
CAMERA,Take the photo fun to the next level,this app use camera permission to take pictures,3,5,4,app use use camera of your camera you can take photo with camera,3,3,4
CAMERA,Take the photo fun to the next level,app use use camera of your camera you can take photo with camera,4,4,3,you can use the camera to take a picture,3,5,5
CAMERA,If you want to create an original meme; do it by taking a photo with this app,take a photo with your device camera,3,5,4,you can use the picture with your camera will be a photo as image you like,3,4,5
CAMERA,Point the camera at a tag,the app uses camera permission to take pictures,3,5,4,camera access,3,4,4
CAMERA,Real-time video integrated with Augmented Reality,you can take videos with device camera,4,5,4,scan camera and scan the barcode,2,4,3
CAMERA,Scan barcodes for conducting physical inventory,scan barcode or qr code using camera,4,4,5,you can use the camera to take a picture,2,5,4
CAMERA,Camera : videotaped the swing motion,the app uses camera permission to take pictures,2,5,4,take a photo with camera or select your photo from gallery,2,5,3
CAMERA,import forms as a photo from your device?'?s camera,take pictures with phone camera or take from gallery,3,5,3,the app uses camera permission,2,5,4
CAMERA,This app utilizes the camera to recognize Chess Diagrams in books using optical character recognition (OCR).,this app uses camera permission to take pictures,4,5,3,scan with the camera,4,5,3
CAMERA,scan the QR-codes of the cards and quickly receive the information,you can scan qr code with phone camera,4,5,3,record your camera and record it,2,4,4
CAMERA,Camera- Take Photo and Video,you can take photo with your device camera,4,5,4,take a photo with camera or select your photo from gallery,4,5,4
CAMERA,Use your camera to capture a photo,take pictures with camera,5,4,4,scan with the camera,4,5,5
CAMERA,simply point camera to QR or barcode you want to scan and app will automatically detect and scan it,you can scan qr code and barcode with phone camera,5,5,5,this app will use camera permission,3,5,3
CAMERA,Perform multiple Task like using Camera,the app will use camera permission,4,5,5,scan camera and scan the barcode,2,3,5
CAMERA,Scan Barcode and get best price,you can scan barcode in the phone,3,5,4,camera access,3,2,2
CAMERA,An Augmented reality sport game that recognize your face on the screen using the front camera of your Phone or tablet,the app uses camera to take pictures,2,5,3,take a photo with camera or select your photo from gallery,4,4,4
CAMERA,Option to capture High Definition videos,record videos using camera on your device,5,4,5,camera access,3,5,3
CAMERA,switch between front and rear camera,you can use your camera and your device camera,3,5,4,you can use the picture with your camera will be a photo as image you like,2,5,4
CAMERA,Coinoscope mobile application uses phone camera to capture images of coins.,take pictures with camera of your device camera,3,2,3,record your camera and record it,4,4,3
CAMERA,Run the application in the "3D animation" and aim the camera lens towards the image,take photos from gallery or take from camera,2,5,4,scan the camera to scan qr code,2,4,3
CAMERA,Scan traditional and collect virtual business cards from QR codes,scan qr code with camera and share it with your friends,4,5,5,you can use the camera to take a picture,3,5,4
CAMERA,It includes both recognition of the word (OCR) pointed by your phone camera in selected source language and translation to a set of desired target languages all instantly!,the app uses camera to take pictures,4,4,3,camera access,3,5,2
CAMERA,Attach Photos from the Device Camera,take pictures with device camera or take from gallery,4,4,4,you can use the camera to take a photo,4,5,5
CAMERA,capture photo from camera,take photo from camera or take from phone gallery,4,5,5,record your camera and record it,4,3,5
CAMERA,The integrated communication experience of video calling,the app use camera permission to record video and take pictures,4,5,3,you can use the camera to take a photo,2,5,5
CAMERA,Camera will take a pictures after given time interval,the app uses camera permission to take a picture,3,5,4,camera access,3,2,2
CAMERA,Free tools for you: Flashlight,get flashlight with device camera and open,5,3,5,scan the camera to scan qr code,1,3,4
CAMERA,Free tools for you:  QR Scanner,scan qr code in the app and share,5,4,5,you can use the camera to take a picture,2,5,4
CAMERA,Image capture for lock screen,take photo from camera or take from phone gallery,1,4,4,record with your camera,3,5,5
CAMERA,Click on Video Resume on home page and record your Video resume,you can record videos and take pictures with device camera,4,5,4,you can use the camera to take a picture,2,5,3
CAMERA,Select Selfie Camera or Take pics with your camera or select gallery photos,take pictures from gallery or take from camera,5,4,5,camera access,4,2,2
CAMERA,We offer you fast access to healthcare professionals and Board Certified physicians through audio or video conferencing,this app uses camera permission,3,5,3,the app will use camera permission,3,5,3
CAMERA,upload or record the videos of the products in their inventory,take pictures with device camera or you can take from gallery,3,4,5,camera access,3,5,2
CAMERA,You can also set camera relative function in setting page; such as flash turn on/off; self timer; special effect; camera resolution...,the app will use camera permission,3,5,3,take a photo with camera or select your photo from gallery,3,5,3
CAMERA,Select your photo from the gallery or Capture a picture with phone camera.,you can take photo with device camera or take from phone gallery,5,5,5,take a picture with the camera or take from gallery,5,5,5
CAMERA,just choose a image from your gallery or capture from camera ,take photo from camera or take from phone gallery,5,4,5,you can use the camera to take a photo,4,5,4
CAMERA,Camera/Gallery Button: that gives you option to capture a photo from your mobile phone camera and to select any photo from already saved gallery.,you can take pictures from phone gallery or take from camera,5,5,5,scan camera and scan the barcode,3,3,3
