Permission,Original Description,DecribeCtx-Ctx Descritpion,Semantic Rating,Syntax rating,Length rating,DecribeCtx Descritpion,Semantic Rating,Syntax rating,Length rating,Code2Vec Descritpion,Semantic Rating,Syntax rating,Length rating
CAMERA,wherever you go; any time and any moment just take pic from camera or import photo from gallery just decorate with this photo frame app ,take photo or video with device camera,3,4,1,open camera to take picture or video,3,4,1,take photo or video with device camera,3,4,1
CAMERA,press volumn key to take picutres,the app uses camera to take picture,3,4,5,take photo with camera or take from phone gallery,3,4,4,the app uses camera to take picture,3,4,5
CAMERA,press volumn key to record video,this application uses camera permission,1,4,5,this app uses camera permission to take pictures,5,4,4,this application uses camera permission,1,4,5
CAMERA,A Better Editor & Effects integrated with A Better Camera - Get it now! Capture now - process later,take camera to take the camera,3,3,1,you can record video using device camera and camera,4,3,2,select a photo from gallery or take a photo with the camera,2,4,4
CAMERA,the best mirror camera where you can make creative selfies and videos with more than 12 mirror effects,open camera to take the camera and take picture,2,4,2,this app uses camera permission you can take photo using camera and set effects on photo,3,4,5,open camera to take the camera and take picture,2,4,2
CAMERA,choose a photo from the gallery or take a photo with the camera; then apply the frame that you like and you can save the photo; share with friends or upload to social networks Facebook; Twitter ; email etc ,open camera to take picture or video,3,4,3,the app use use device camera of your camera,4,2,3,open camera to take picture or video,3,4,3
CAMERA,Select a photo from the gallery or take photos using the phone's camera,get camera device of your camera,3,3,2,take photo with camera or select photo from phone gallery,5,4,4,get camera device of your camera,3,3,2
CAMERA,Secret Video Recorder Record video without notifications,the app uses camera permission,2,5,4,you can take pictures with camera or select from phone gallery,4,4,4,the app uses camera permission,2,5,4
CAMERA,Silent CameraTake pictures in the background or foreground without shutter sound,the app use camera of your camera,2,3,4,access camera to make video,3,4,2,the app use camera of your camera,2,3,4
CAMERA,[Optional access rights]-Camera / Album????: Used to register and change in-game profile,you can take photo with camera,3,4,4,take pictures with camera and camera,2,3,4,you can take photo with camera,3,4,4
CAMERA,Take pictures with vivid colors and rich details,app use camera of your camera to take photo,3,3,5,this app uses camera camera permission,3,3,4,app use camera of your camera to take photo,3,3,5
CAMERA,Photo Mission - Wake up and take photo of the registered place to dismiss your alarm,the app uses your camera of your device camera,2,3,3,you can can take photos using camera,3,3,2,the app uses your camera of your device camera,2,3,3
CAMERA,You point your smartphone camera at the subject; the name of the color is going to find out ,the app uses camera permission,3,5,3,app use camera of your camera to take photo,3,3,4,the app uses camera permission,3,5,3
CAMERA,Camera access,open camera to take the camera and take picture,4,2,2,the app uses camera permission to use camera,4,4,3,open camera to take the camera and take picture,4,2,2
CAMERA,take pictures and apply amazing effects on it,open camera to take picture or video,3,4,5,the app you use use your camera,5,3,5,open camera to take picture or video,3,4,5
CAMERA,take videos and apply amazing effects on it,you can take photo with camera,3,4,4,open camera to take pictures and make effects on photos,4,5,4,you can take photo with camera,3,4,4
CAMERA,Make snappic with live camera filters or make selfie video with live camera effects,you can take videos with device camera,3,4,2,you can take videos with device camera,3,4,2,you can take videos with device camera,3,4,2
CAMERA,make selfie video with live camera effects,the app uses camera permission,3,5,4,the app uses camera permission to take photos,3,5,5,the app uses camera permission,3,5,4
CAMERA,You can use your phone as usual; while being able to see the live image of your camera transparently on the entire screen ,take photo with camera or take from gallery,2,4,1,you can record video and with your device camera,3,3,2,take photo with camera or take from gallery,2,4,1
CAMERA,Chose your camera shots or photos from your gallery; use photo effects; play with masks and effects and enjoy the result ,this app uses camera permission,3,5,3,the app uses camera permission,4,5,3,this app uses camera permission,3,5,3
CAMERA,Control Center 12 Gives you access to the Camera;Clock;Screenshot;and more settings.,camera access,3,4,1,you can take photos with your camera or take from your phone gallery,4,4,5,select a photo from gallery or take a photo with the camera,2,4,5
CAMERA,Shoot or pick your videos/photos/music; Movie Studio automatically turns them into beautifully edited movies; completed in minutes ,the app use use camera permission,2,3,1,access your camera of you device camera camera,4,2,2,the app use use camera permission,2,3,1
CAMERA,Camera Color Picker is a very light weight app that uses the camera of your device to capture a color,take camera to take the camera,3,3,1,this app uses camera permissionn to take photos or videos,3,5,2,take camera to take the camera,3,3,1
CAMERA,It analyses in real time the camera preview and extracts the color that you are pointing at,you can use the camera to take a photo,2,5,3,the app use use camera permission,3,3,2,you can use the camera to take a photo,2,5,3
CAMERA,this app will help you with its advanced and smart voice selfie and countdown camera features to take some amazing selfies using your voice or a countdown,record with your camera,2,4,1,this app uses camera permission you can use camera camera,3,3,2,record with your camera,2,4,1
CAMERA,Dashboard Cam allows the users to record video,you can take photo using camera and your device camera,2,4,4,take selfie using rear camera,4,4,3,you can take photo using camera and your device camera,2,4,4
CAMERA,Dashboard Cam allows the users to take photo,get camera device of your camera,3,3,4,this app uses camera and camera to record video,4,4,5,take the app with camera or take a photo,4,4,5
CAMERA,Create a selfie; submit it and talented people from all around the world can draw a portrait of you! ,the app uses camera permission,2,5,1,you can take photo using camera and your device camera,3,4,2,the app uses camera permission,2,5,1
CAMERA,Multiple exposures on the single photo for the android camera,you can use the camera to take a photo,3,5,5,take pictures from gallery or take from camera,3,4,4,you can use the camera to take a photo,3,5,5
CAMERA,Capture a new image with your camera and apply an amazing photo frame to it!,you can take pictures or videos using device camera,2,4,3,the app use camera permission,3,4,1,you can take pictures or videos using device camera,2,4,3
CAMERA,Take a photo; record a video and share with the world!Use the web search to find faces to swap with or use one from the built-in ones such as a statue or a doll face or a masquerade mask ,take photo with camera or take from gallery,3,4,3,open camera to take photo with camera,2,2,3,take photo with camera or take from gallery,3,4,3
CAMERA,Take photos and videos with the professional mode to adjust the scene,camera access,2,4,1,you can take pictures or videos using device camera,3,4,4,camera access,2,4,1
CAMERA,HD Camera Selfie Camera designed specifically for selfie; with extreme pro effects.,you can use the camera to take a photo,2,5,4,take photos with device camera and effects,3,4,3,you can use the camera to take a photo,2,5,4
CAMERA,Features:take picture with front camera take picture with rear camera,this app uses camera permission to take pictures,4,5,4,you can take photos with device camera and effects and share it with your friends,4,4,4,this app uses camera permission to take pictures,4,5,4
CAMERA,Camera : Takes pictures,camera access,4,4,4,take pictures with your device camera,5,5,4,select a photo from gallery or take a photo with the camera,3,5,3
